id,ra1,dec1,ra2,dec2
Ser,227.853000,-0.474300,227.845095,0.414556
Ser,227.845095,0.414556,227.837189,1.303411
Ser,227.837189,1.303411,227.829277,2.192267
Ser,227.829277,2.192267,227.821356,3.081123
Ser,227.821356,3.081123,227.813422,3.969978
Ser,227.813422,3.969978,227.805470,4.858834
Ser,227.805470,4.858834,227.797497,5.747689
Ser,227.797497,5.747689,227.789500,6.636545
Ser,227.789500,6.636545,227.781473,7.525400
Ser,227.781500,7.525400,227.772431,8.525359
Ser,227.772431,8.525359,227.763314,9.525317
Ser,227.763314,9.525317,227.754143,10.525275
Ser,227.754143,10.525275,227.744913,11.525233
Ser,227.744913,11.525233,227.735617,12.525191
Ser,227.735617,12.525191,227.726248,13.525149
Ser,227.726248,13.525149,227.716801,14.525106
Ser,227.716801,14.525106,227.707267,15.525062
Ser,227.707267,15.525062,227.697641,16.525018
Ser,227.697641,16.525018,227.687915,17.524974
Ser,227.687915,17.524974,227.678080,18.524930
Ser,227.678080,18.524930,227.668130,19.524884
Ser,227.668130,19.524884,227.658056,20.524839
Ser,227.658056,20.524839,227.647850,21.524792
Ser,227.647850,21.524792,227.637502,22.524745
Ser,227.637502,22.524745,227.627003,23.524698
Ser,227.627003,23.524698,227.616344,24.524649
Ser,227.616344,24.524649,227.605513,25.524600
Ser,227.605500,25.524600,228.352480,25.531283
Ser,228.352480,25.531283,229.099501,25.538046
Ser,229.099500,25.538100,230.076444,25.547063
Ser,230.076444,25.547063,231.053460,25.556159
Ser,231.053460,25.556159,232.030549,25.565385
Ser,232.030549,25.565385,233.007713,25.574738
Ser,233.007713,25.574738,233.984951,25.584216
Ser,233.984951,25.584216,234.962267,25.593815
Ser,234.962267,25.593815,235.939660,25.603533
Ser,235.939660,25.603533,236.917131,25.613368
Ser,236.917131,25.613368,237.894682,25.623316
Ser,237.894682,25.623316,238.872313,25.633374
Ser,238.872313,25.633374,239.850026,25.643540
Ser,239.850026,25.643540,240.827821,25.653810
Ser,240.827821,25.653810,241.805699,25.664182
Ser,241.805700,25.664100,241.818709,24.664176
Ser,241.818709,24.664176,241.831511,23.664252
Ser,241.831511,23.664252,241.844118,22.664326
Ser,241.844118,22.664326,241.856543,21.664399
Ser,241.856600,21.664400,240.983773,21.655137
Ser,240.983773,21.655137,240.111001,21.645955
Ser,240.111000,21.646000,240.121330,20.788902
Ser,240.121330,20.788902,240.131544,19.931803
Ser,240.131544,19.931803,240.141648,19.074703
Ser,240.141648,19.074703,240.151647,18.217603
Ser,240.151647,18.217603,240.161549,17.360502
Ser,240.161549,17.360502,240.171358,16.503401
Ser,240.171358,16.503401,240.181081,15.646300
Ser,240.181100,15.646300,241.012898,15.655049
Ser,241.012898,15.655049,241.844732,15.663871
Ser,241.844732,15.663871,242.676600,15.672764
Ser,242.676600,15.672800,242.687239,14.749779
Ser,242.687239,14.749779,242.697788,13.826758
Ser,242.697788,13.826758,242.708254,12.903736
Ser,242.708254,12.903736,242.718643,11.980713
Ser,242.718643,11.980713,242.728961,11.057691
Ser,242.728961,11.057691,242.739214,10.134668
Ser,242.739214,10.134668,242.749408,9.211644
Ser,242.749408,9.211644,242.759549,8.288621
Ser,242.759549,8.288621,242.769643,7.365597
Ser,242.769643,7.365597,242.779695,6.442573
Ser,242.779695,6.442573,242.789710,5.519549
Ser,242.789710,5.519549,242.799694,4.596524
Ser,242.799694,4.596524,242.809653,3.673499
Ser,242.809700,3.673500,243.725991,3.683375
Ser,243.725991,3.683375,244.642291,3.693332
Ser,244.642291,3.693332,245.558600,3.703367
Ser,245.558600,3.703400,245.567424,2.903440
Ser,245.567424,2.903440,245.576235,2.103480
Ser,245.576235,2.103480,245.585037,1.303520
Ser,245.585037,1.303520,245.593834,0.503560
Ser,245.593834,0.503560,245.602628,-0.296400
Ser,245.602600,-0.296400,245.611533,-1.108850
Ser,245.611533,-1.108850,245.620471,-1.921300
Ser,245.620471,-1.921300,245.629417,-2.733750
Ser,245.629417,-2.733750,245.638376,-3.546200
Ser,245.638400,-3.546200,244.763191,-3.555787
Ser,244.763191,-3.555787,243.887973,-3.565302
Ser,243.887973,-3.565302,243.012744,-3.574743
Ser,243.012744,-3.574743,242.137506,-3.584109
Ser,242.137506,-3.584109,241.262258,-3.593398
Ser,241.262258,-3.593398,240.387000,-3.602606
Ser,240.387000,-3.602600,239.425145,-3.612624
Ser,239.425145,-3.612624,238.463278,-3.622546
Ser,238.463278,-3.622546,237.501400,-3.632363
Ser,237.501400,-3.632363,236.539511,-3.642073
Ser,236.539511,-3.642073,235.577610,-3.651672
Ser,235.577610,-3.651672,234.615697,-3.661158
Ser,234.615697,-3.661158,233.653773,-3.670528
Ser,233.653773,-3.670528,232.691838,-3.679780
Ser,232.691838,-3.679780,231.729892,-3.688910
Ser,231.729892,-3.688910,230.767936,-3.697917
Ser,230.767936,-3.697917,229.805968,-3.706798
Ser,229.805968,-3.706798,228.843989,-3.715551
Ser,228.843989,-3.715551,227.882000,-3.724172
Ser,227.882000,-3.724200,227.874750,-2.911725
Ser,227.874750,-2.911725,227.867511,-2.099250
Ser,227.867511,-2.099250,227.860280,-1.286775
Ser,227.860280,-1.286775,227.853053,-0.474300
Ser,275.350600,0.055200,275.341516,0.805150
Ser,275.341516,0.805150,275.332429,1.555100
Ser,275.332429,1.555100,275.323336,2.305050
Ser,275.323336,2.305050,275.314233,3.055000
Ser,275.314200,3.055000,276.189191,3.065591
Ser,276.189191,3.065591,277.064191,3.076166
Ser,277.064191,3.076166,277.939200,3.086724
Ser,277.939200,3.086700,277.930126,3.836650
Ser,277.930126,3.836650,277.921037,4.586599
Ser,277.921100,4.586600,277.046054,4.576042
Ser,277.046054,4.576042,276.171020,4.565466
Ser,276.171020,4.565466,275.296000,4.554875
Ser,275.296000,4.554900,275.285322,5.429850
Ser,275.285322,5.429850,275.274613,6.304800
Ser,275.274600,6.304800,276.157973,6.315492
Ser,276.157973,6.315492,277.041365,6.326168
Ser,277.041365,6.326168,277.924775,6.336827
Ser,277.924775,6.336827,278.808203,6.347465
Ser,278.808203,6.347465,279.691650,6.358080
Ser,279.691650,6.358080,280.575116,6.368669
Ser,280.575116,6.368669,281.458600,6.379231
Ser,281.458600,6.379200,282.225429,6.388342
Ser,282.225429,6.388342,282.992272,6.397459
Ser,282.992272,6.397459,283.759129,6.406550
Ser,283.759129,6.406550,284.526000,6.415613
Ser,284.526000,6.415600,284.536139,5.565660
Ser,284.536139,5.565660,284.546249,4.715721
Ser,284.546249,4.715721,284.556334,3.865781
Ser,284.556334,3.865781,284.566399,3.015841
Ser,284.566399,3.015841,284.576448,2.165901
Ser,284.576400,2.165900,283.726348,2.155852
Ser,283.726348,2.155852,282.876302,2.145770
Ser,282.876302,2.145770,282.026262,2.135656
Ser,282.026262,2.135656,281.176228,2.125513
Ser,281.176228,2.125513,280.326200,2.115341
Ser,280.326200,2.115300,280.338190,1.115400
Ser,280.338190,1.115400,280.350172,0.115500
Ser,280.350200,0.115500,280.362181,-0.884425
Ser,280.362181,-0.884425,280.374169,-1.884350
Ser,280.374169,-1.884350,280.386171,-2.884275
Ser,280.386171,-2.884275,280.398193,-3.884200
Ser,280.398200,-3.884200,279.398408,-3.896196
Ser,279.398408,-3.896196,278.398602,-3.908223
Ser,278.398602,-3.908223,277.398782,-3.920279
Ser,277.398782,-3.920279,276.398948,-3.932359
Ser,276.398948,-3.932359,275.399100,-3.944459
Ser,275.399100,-3.944500,275.410346,-4.867510
Ser,275.410346,-4.867510,275.421622,-5.790519
Ser,275.421622,-5.790519,275.432936,-6.713528
Ser,275.432936,-6.713528,275.444292,-7.636537
Ser,275.444292,-7.636537,275.455698,-8.559546
Ser,275.455698,-8.559546,275.467159,-9.482554
Ser,275.467159,-9.482554,275.478682,-10.405562
Ser,275.478682,-10.405562,275.490273,-11.328570
Ser,275.490273,-11.328570,275.501939,-12.251577
Ser,275.501939,-12.251577,275.513687,-13.174584
Ser,275.513687,-13.174584,275.525525,-14.097590
Ser,275.525525,-14.097590,275.537458,-15.020595
Ser,275.537458,-15.020595,275.549495,-15.943600
Ser,275.549500,-15.943600,274.574829,-15.955412
Ser,274.574829,-15.955412,273.600101,-15.967238
Ser,273.600101,-15.967238,272.625316,-15.979073
Ser,272.625316,-15.979073,271.650473,-15.990915
Ser,271.650473,-15.990915,270.675572,-16.002759
Ser,270.675572,-16.002759,269.700614,-16.014604
Ser,269.700614,-16.014604,268.725597,-16.026444
Ser,268.725597,-16.026444,267.750523,-16.038277
Ser,267.750523,-16.038277,266.775391,-16.050099
Ser,266.775391,-16.050099,265.800200,-16.061908
Ser,265.800200,-16.061900,264.871386,-16.073130
Ser,264.871386,-16.073130,263.942520,-16.084341
Ser,263.942520,-16.084341,263.013601,-16.095530
Ser,263.013601,-16.095530,262.084630,-16.106694
Ser,262.084630,-16.106694,261.155606,-16.117830
Ser,261.155606,-16.117830,260.226529,-16.128936
Ser,260.226529,-16.128936,259.297400,-16.140008
Ser,259.297400,-16.140000,259.286396,-15.282916
Ser,259.286396,-15.282916,259.275481,-14.425831
Ser,259.275481,-14.425831,259.264650,-13.568746
Ser,259.264650,-13.568746,259.253897,-12.711660
Ser,259.253897,-12.711660,259.243217,-11.854574
Ser,259.243217,-11.854574,259.232603,-10.997487
Ser,259.232603,-10.997487,259.222051,-10.140401
Ser,259.222100,-10.140400,260.115247,-10.129757
Ser,260.115247,-10.129757,261.008365,-10.119083
Ser,261.008365,-10.119083,261.901452,-10.108380
Ser,261.901452,-10.108380,262.794509,-10.097651
Ser,262.794509,-10.097651,263.687536,-10.086899
Ser,263.687536,-10.086899,264.580532,-10.076125
Ser,264.580532,-10.076125,265.473499,-10.065333
Ser,265.473500,-10.065400,265.483923,-10.898650
Ser,265.483923,-10.898650,265.494405,-11.731900
Ser,265.494400,-11.731900,266.119558,-11.724335
Ser,266.119558,-11.724335,266.744700,-11.716763
Ser,266.744700,-11.716800,266.734199,-10.883500
Ser,266.734199,-10.883500,266.723757,-10.050201
Ser,266.723800,-10.050200,267.623841,-10.039288
Ser,267.623841,-10.039288,268.523851,-10.028367
Ser,268.523851,-10.028367,269.423831,-10.017439
Ser,269.423831,-10.017439,270.323780,-10.006507
Ser,270.323780,-10.006507,271.223700,-9.995573
Ser,271.223700,-9.995600,271.211211,-8.995684
Ser,271.211211,-8.995684,271.198791,-7.995768
Ser,271.198791,-7.995768,271.186432,-6.995852
Ser,271.186432,-6.995852,271.174125,-5.995935
Ser,271.174125,-5.995935,271.161864,-4.996018
Ser,271.161864,-4.996018,271.149640,-3.996101
Ser,271.149700,-3.996100,270.483040,-4.004200
Ser,270.483040,-4.004200,269.816373,-4.012299
Ser,269.816373,-4.012299,269.149700,-4.020396
Ser,269.149700,-4.020400,269.139946,-3.220440
Ser,269.139946,-3.220440,269.130207,-2.420480
Ser,269.130207,-2.420480,269.120480,-1.620520
Ser,269.120480,-1.620520,269.110760,-0.820560
Ser,269.110760,-0.820560,269.101044,-0.020599
Ser,269.101000,-0.020600,269.993800,-0.009755
Ser,269.993800,-0.009755,270.886599,0.001092
Ser,270.886599,0.001092,271.779399,0.011938
Ser,271.779399,0.011938,272.672199,0.022782
Ser,272.672199,0.022782,273.564999,0.033620
Ser,273.564999,0.033620,274.457799,0.044451
Ser,274.457799,0.044451,275.350599,0.055270
Sex,145.348900,-0.567100,145.355066,0.307888
Sex,145.355066,0.307888,145.361232,1.182875
Sex,145.361232,1.182875,145.367403,2.057863
Sex,145.367403,2.057863,145.373580,2.932850
Sex,145.373580,2.932850,145.379767,3.807838
Sex,145.379767,3.807838,145.385967,4.682825
Sex,145.385967,4.682825,145.392182,5.557813
Sex,145.392182,5.557813,145.398416,6.432800
Sex,145.398400,6.432800,146.369462,6.426039
Sex,146.369462,6.426039,147.340512,6.419444
Sex,147.340512,6.419444,148.311551,6.413015
Sex,148.311551,6.413015,149.282579,6.406756
Sex,149.282579,6.406756,150.253597,6.400667
Sex,150.253597,6.400667,151.224604,6.394750
Sex,151.224604,6.394750,152.195601,6.389008
Sex,152.195601,6.389008,153.166588,6.383441
Sex,153.166588,6.383441,154.137566,6.378051
Sex,154.137566,6.378051,155.108535,6.372841
Sex,155.108535,6.372841,156.079496,6.367810
Sex,156.079496,6.367810,157.050448,6.362962
Sex,157.050448,6.362962,158.021391,6.358297
Sex,158.021391,6.358297,158.992327,6.353816
Sex,158.992327,6.353816,159.963256,6.349521
Sex,159.963256,6.349521,160.934177,6.345413
Sex,160.934177,6.345413,161.905092,6.341494
Sex,161.905092,6.341494,162.876000,6.337764
Sex,162.876000,6.337700,162.872217,5.337714
Sex,162.872217,5.337714,162.868446,4.337729
Sex,162.868446,4.337729,162.864685,3.337743
Sex,162.864685,3.337743,162.860931,2.337757
Sex,162.860931,2.337757,162.857183,1.337771
Sex,162.857183,1.337771,162.853439,0.337786
Sex,162.853439,0.337786,162.849694,-0.662200
Sex,162.849700,-0.662200,162.846490,-1.519343
Sex,162.846490,-1.519343,162.843277,-2.376486
Sex,162.843277,-2.376486,162.840060,-3.233629
Sex,162.840060,-3.233629,162.836837,-4.090772
Sex,162.836837,-4.090772,162.833608,-4.947914
Sex,162.833608,-4.947914,162.830370,-5.805057
Sex,162.830370,-5.805057,162.827123,-6.662200
Sex,162.827100,-6.662200,162.823297,-7.662180
Sex,162.823297,-7.662180,162.819476,-8.662160
Sex,162.819476,-8.662160,162.815634,-9.662140
Sex,162.815634,-9.662140,162.811770,-10.662120
Sex,162.811770,-10.662120,162.807880,-11.662100
Sex,162.807900,-11.662100,161.833437,-11.658356
Sex,161.833437,-11.658356,160.858989,-11.654422
Sex,160.858989,-11.654422,159.884556,-11.650300
Sex,159.884556,-11.650300,158.910138,-11.645989
Sex,158.910138,-11.645989,157.935737,-11.641493
Sex,157.935737,-11.641493,156.961352,-11.636811
Sex,156.961352,-11.636811,155.986986,-11.631945
Sex,155.986986,-11.631945,155.012637,-11.626898
Sex,155.012637,-11.626898,154.038308,-11.621669
Sex,154.038308,-11.621669,153.063998,-11.616261
Sex,153.063998,-11.616261,152.089708,-11.610675
Sex,152.089708,-11.610675,151.115439,-11.604913
Sex,151.115439,-11.604913,150.141192,-11.598977
Sex,150.141192,-11.598977,149.166967,-11.592868
Sex,149.166967,-11.592868,148.192765,-11.586588
Sex,148.192765,-11.586588,147.218586,-11.580139
Sex,147.218586,-11.580139,146.244431,-11.573522
Sex,146.244431,-11.573522,145.270300,-11.566740
Sex,145.270300,-11.566800,145.277616,-10.566828
Sex,145.277616,-10.566828,145.284884,-9.566856
Sex,145.284884,-9.566856,145.292110,-8.566883
Sex,145.292110,-8.566883,145.299298,-7.566911
Sex,145.299298,-7.566911,145.306453,-6.566938
Sex,145.306453,-6.566938,145.313579,-5.566965
Sex,145.313579,-5.566965,145.320681,-4.566992
Sex,145.320681,-4.566992,145.327763,-3.567019
Sex,145.327763,-3.567019,145.334829,-2.567046
Sex,145.334829,-2.567046,145.341885,-1.567073
Sex,145.341885,-1.567073,145.348933,-0.567100
Tau,50.836700,-1.303000,50.844852,-0.428000
Tau,50.844852,-0.428000,50.853001,0.447000
Tau,50.853000,0.447000,50.862239,1.438620
Tau,50.862239,1.438620,50.871485,2.430241
Tau,50.871485,2.430241,50.880745,3.421861
Tau,50.880745,3.421861,50.890025,4.413482
Tau,50.890025,4.413482,50.899329,5.405102
Tau,50.899329,5.405102,50.908663,6.396722
Tau,50.908663,6.396722,50.918034,7.388342
Tau,50.918034,7.388342,50.927447,8.379961
Tau,50.927447,8.379961,50.936909,9.371581
Tau,50.936909,9.371581,50.946424,10.363200
Tau,50.946400,10.363200,50.955169,11.271491
Tau,50.955169,11.271491,50.963993,12.179783
Tau,50.963993,12.179783,50.972878,13.088074
Tau,50.972878,13.088074,50.981829,13.996364
Tau,50.981829,13.996364,50.990850,14.904654
Tau,50.990850,14.904654,50.999949,15.812944
Tau,50.999949,15.812944,51.009129,16.721234
Tau,51.009129,16.721234,51.018397,17.629523
Tau,51.018397,17.629523,51.027759,18.537812
Tau,51.027759,18.537812,51.037221,19.446100
Tau,51.037200,19.446100,51.663912,19.440236
Tau,51.663912,19.440236,52.290600,19.434320
Tau,52.290600,19.434300,52.301029,20.406479
Tau,52.301029,20.406479,52.311591,21.378658
Tau,52.311591,21.378658,52.322293,22.350836
Tau,52.322293,22.350836,52.333147,23.323013
Tau,52.333147,23.323013,52.344160,24.295190
Tau,52.344160,24.295190,52.355343,25.267366
Tau,52.355343,25.267366,52.366707,26.239541
Tau,52.366707,26.239541,52.378263,27.211715
Tau,52.378263,27.211715,52.390022,28.183888
Tau,52.390022,28.183888,52.401996,29.156060
Tau,52.401996,29.156060,52.414200,30.128231
Tau,52.414200,30.128231,52.426646,31.100401
Tau,52.426700,31.100400,53.431117,31.090810
Tau,53.431117,31.090810,54.435431,31.081091
Tau,54.435431,31.081091,55.439640,31.071245
Tau,55.439640,31.071245,56.443742,31.061277
Tau,56.443742,31.061277,57.447737,31.051188
Tau,57.447737,31.051188,58.451623,31.040982
Tau,58.451623,31.040982,59.455399,31.030662
Tau,59.455399,31.030662,60.459065,31.020232
Tau,60.459065,31.020232,61.462618,31.009694
Tau,61.462618,31.009694,62.466059,30.999051
Tau,62.466059,30.999051,63.469385,30.988308
Tau,63.469385,30.988308,64.472597,30.977467
Tau,64.472597,30.977467,65.475692,30.966532
Tau,65.475692,30.966532,66.478672,30.955506
Tau,66.478672,30.955506,67.481533,30.944392
Tau,67.481533,30.944392,68.484276,30.933194
Tau,68.484276,30.933194,69.486900,30.921916
Tau,69.486900,30.921900,69.476745,30.255301
Tau,69.476800,30.255300,70.416580,30.244657
Tau,70.416580,30.244657,71.356258,30.233949
Tau,71.356258,30.233949,72.295831,30.223178
Tau,72.295831,30.223178,73.235301,30.212349
Tau,73.235300,30.212300,73.223780,29.462351
Tau,73.223780,29.462351,73.212428,28.712401
Tau,73.212500,28.712400,74.214377,28.700788
Tau,74.214377,28.700788,75.216141,28.689115
Tau,75.216141,28.689115,76.217792,28.677384
Tau,76.217792,28.677384,77.219330,28.665601
Tau,77.219330,28.665601,78.220755,28.653767
Tau,78.220755,28.653767,79.222065,28.641888
Tau,79.222065,28.641888,80.223261,28.629965
Tau,80.223261,28.629965,81.224343,28.618004
Tau,81.224343,28.618004,82.225310,28.606008
Tau,82.225310,28.606008,83.226162,28.593979
Tau,83.226162,28.593979,84.226899,28.581923
Tau,84.226899,28.581923,85.227521,28.569843
Tau,85.227521,28.569843,86.228028,28.557742
Tau,86.228028,28.557742,87.228419,28.545624
Tau,87.228419,28.545624,88.228695,28.533493
Tau,88.228695,28.533493,89.228855,28.521352
Tau,89.228855,28.521352,90.228900,28.509205
Tau,90.228900,28.509200,90.221072,28.009300
Tau,90.221100,28.009300,90.207786,27.148269
Tau,90.207786,27.148269,90.194675,26.287238
Tau,90.194675,26.287238,90.181758,25.426205
Tau,90.181758,25.426205,90.169024,24.565170
Tau,90.169024,24.565170,90.156464,23.704135
Tau,90.156464,23.704135,90.144068,22.843099
Tau,90.144000,22.843100,89.227342,22.854234
Tau,89.227342,22.854234,88.310608,22.865363
Tau,88.310608,22.865363,87.393800,22.876484
Tau,87.393800,22.876500,87.380090,21.909902
Tau,87.380090,21.909902,87.366565,20.943303
Tau,87.366565,20.943303,87.353214,19.976703
Tau,87.353214,19.976703,87.340025,19.010102
Tau,87.340025,19.010102,87.326989,18.043500
Tau,87.327000,18.043500,87.827108,18.037435
Tau,87.827108,18.037435,88.327200,18.031367
Tau,88.327200,18.031400,88.314960,17.114818
Tau,88.314960,17.114818,88.302840,16.198236
Tau,88.302840,16.198236,88.290832,15.281653
Tau,88.290832,15.281653,88.278929,14.365069
Tau,88.278929,14.365069,88.267122,13.448485
Tau,88.267122,13.448485,88.255406,12.531900
Tau,88.255400,12.531900,87.422000,12.542011
Tau,87.422000,12.542011,86.588566,12.552113
Tau,86.588566,12.552113,85.755100,12.562204
Tau,85.755100,12.562200,85.767850,13.562100
Tau,85.767850,13.562100,85.780708,14.562000
Tau,85.780708,14.562000,85.793683,15.561899
Tau,85.793600,15.561900,84.993396,15.571576
Tau,84.993396,15.571576,84.193154,15.581238
Tau,84.193154,15.581238,83.392874,15.590885
Tau,83.392874,15.590885,82.592556,15.600514
Tau,82.592556,15.600514,81.792200,15.610123
Tau,81.792200,15.610100,81.798681,16.110100
Tau,81.798700,16.110100,80.881594,16.121085
Tau,80.881594,16.121085,79.964437,16.132039
Tau,79.964437,16.132039,79.047229,16.142959
Tau,79.047229,16.142959,78.129970,16.153843
Tau,78.129970,16.153843,77.212661,16.164688
Tau,77.212661,16.164688,76.295300,16.175491
Tau,76.295300,16.175500,76.288945,15.675499
Tau,76.288900,15.675500,75.413194,15.685770
Tau,75.413194,15.685770,74.537444,15.695998
Tau,74.537444,15.695998,73.661649,15.706179
Tau,73.661649,15.706179,72.785810,15.716313
Tau,72.785810,15.716313,71.909926,15.726397
Tau,71.909926,15.726397,71.033999,15.736428
Tau,71.034000,15.736500,71.022114,14.767816
Tau,71.022114,14.767816,71.010334,13.799131
Tau,71.010334,13.799131,70.998651,12.830445
Tau,70.998651,12.830445,70.987057,11.861759
Tau,70.987057,11.861759,70.975546,10.893072
Tau,70.975546,10.893072,70.964110,9.924385
Tau,70.964110,9.924385,70.952740,8.955698
Tau,70.952740,8.955698,70.941432,7.987010
Tau,70.941432,7.987010,70.930177,7.018322
Tau,70.930177,7.018322,70.918968,6.049634
Tau,70.918968,6.049634,70.907800,5.080945
Tau,70.907800,5.080945,70.896665,4.112257
Tau,70.896665,4.112257,70.885557,3.143568
Tau,70.885557,3.143568,70.874470,2.174879
Tau,70.874470,2.174879,70.863397,1.206190
Tau,70.863397,1.206190,70.852332,0.237501
Tau,70.852400,0.237500,69.883695,0.248529
Tau,69.883695,0.248529,68.914989,0.259486
Tau,68.914989,0.259486,67.946281,0.270370
Tau,67.946281,0.270370,66.977571,0.281176
Tau,66.977571,0.281176,66.008859,0.291902
Tau,66.008859,0.291902,65.040146,0.302544
Tau,65.040146,0.302544,64.071431,0.313100
Tau,64.071431,0.313100,63.102713,0.323567
Tau,63.102713,0.323567,62.133994,0.333941
Tau,62.133994,0.333941,61.165273,0.344219
Tau,61.165273,0.344219,60.196550,0.354399
Tau,60.196550,0.354399,59.227824,0.364478
Tau,59.227824,0.364478,58.259096,0.374453
Tau,58.259096,0.374453,57.290367,0.384320
Tau,57.290367,0.384320,56.321635,0.394078
Tau,56.321635,0.394078,55.352900,0.403723
Tau,55.352900,0.403700,55.344240,-0.471250
Tau,55.344240,-0.471250,55.335578,-1.346200
Tau,55.335600,-1.346200,54.435816,-1.337345
Tau,54.435816,-1.337345,53.536034,-1.328591
Tau,53.536034,-1.328591,52.636254,-1.319942
Tau,52.636254,-1.319942,51.736476,-1.311399
Tau,51.736476,-1.311399,50.836700,-1.302963
Tel,307.458800,-56.588600,307.428424,-55.630414
Tel,307.428424,-55.630414,307.399499,-54.672221
Tel,307.399499,-54.672221,307.371907,-53.714022
Tel,307.371907,-53.714022,307.345544,-52.755816
Tel,307.345544,-52.755816,307.320316,-51.797605
Tel,307.320316,-51.797605,307.296138,-50.839388
Tel,307.296138,-50.839388,307.272933,-49.881167
Tel,307.272933,-49.881167,307.250632,-48.922942
Tel,307.250632,-48.922942,307.229170,-47.964712
Tel,307.229170,-47.964712,307.208490,-47.006478
Tel,307.208490,-47.006478,307.188539,-46.048241
Tel,307.188539,-46.048241,307.169269,-45.090000
Tel,307.169300,-45.090000,306.204099,-45.099569
Tel,306.204099,-45.099569,305.238737,-45.109254
Tel,305.238737,-45.109254,304.273213,-45.119051
Tel,304.273213,-45.119051,303.307525,-45.128958
Tel,303.307525,-45.128958,302.341670,-45.138972
Tel,302.341670,-45.138972,301.375646,-45.149090
Tel,301.375646,-45.149090,300.409453,-45.159309
Tel,300.409453,-45.159309,299.443087,-45.169627
Tel,299.443087,-45.169627,298.476548,-45.180040
Tel,298.476548,-45.180040,297.509833,-45.190546
Tel,297.509833,-45.190546,296.542940,-45.201141
Tel,296.542940,-45.201141,295.575869,-45.211823
Tel,295.575869,-45.211823,294.608618,-45.222589
Tel,294.608618,-45.222589,293.641184,-45.233435
Tel,293.641184,-45.233435,292.673567,-45.244358
Tel,292.673567,-45.244358,291.705764,-45.255356
Tel,291.705764,-45.255356,290.737776,-45.266425
Tel,290.737776,-45.266425,289.769599,-45.277562
Tel,289.769600,-45.277600,288.801230,-45.288802
Tel,288.801230,-45.288802,287.832670,-45.300066
Tel,287.832670,-45.300066,286.863919,-45.311388
Tel,286.863919,-45.311388,285.894975,-45.322765
Tel,285.894975,-45.322765,284.925837,-45.334194
Tel,284.925837,-45.334194,283.956504,-45.345672
Tel,283.956504,-45.345672,282.986975,-45.357196
Tel,282.986975,-45.357196,282.017249,-45.368762
Tel,282.017249,-45.368762,281.047326,-45.380367
Tel,281.047326,-45.380367,280.077204,-45.392007
Tel,280.077204,-45.392007,279.106883,-45.403679
Tel,279.106883,-45.403679,278.136362,-45.415381
Tel,278.136362,-45.415381,277.165640,-45.427108
Tel,277.165640,-45.427108,276.194717,-45.438857
Tel,276.194717,-45.438857,275.223592,-45.450625
Tel,275.223592,-45.450625,274.252264,-45.462408
Tel,274.252264,-45.462408,273.280734,-45.474204
Tel,273.280734,-45.474204,272.309000,-45.486008
Tel,272.309000,-45.486000,272.333097,-46.444188
Tel,272.333097,-46.444188,272.358057,-47.402370
Tel,272.358057,-47.402370,272.383942,-48.360547
Tel,272.383942,-48.360547,272.410819,-49.318717
Tel,272.410819,-49.318717,272.438763,-50.276881
Tel,272.438763,-50.276881,272.467855,-51.235039
Tel,272.467855,-51.235039,272.498184,-52.193188
Tel,272.498184,-52.193188,272.529850,-53.151330
Tel,272.529850,-53.151330,272.562962,-54.109463
Tel,272.562962,-54.109463,272.597640,-55.067586
Tel,272.597640,-55.067586,272.634020,-56.025699
Tel,272.634020,-56.025699,272.672251,-56.983801
Tel,272.672300,-56.983800,273.671450,-56.971662
Tel,273.671450,-56.971662,274.670274,-56.959534
Tel,274.670274,-56.959534,275.668775,-56.947421
Tel,275.668775,-56.947421,276.666952,-56.935325
Tel,276.666952,-56.935325,277.664806,-56.923251
Tel,277.664806,-56.923251,278.662339,-56.911203
Tel,278.662339,-56.911203,279.659552,-56.899183
Tel,279.659552,-56.899183,280.656446,-56.887196
Tel,280.656446,-56.887196,281.653022,-56.875246
Tel,281.653022,-56.875246,282.649281,-56.863334
Tel,282.649281,-56.863334,283.645226,-56.851467
Tel,283.645226,-56.851467,284.640857,-56.839646
Tel,284.640857,-56.839646,285.636177,-56.827876
Tel,285.636177,-56.827876,286.631187,-56.816160
Tel,286.631187,-56.816160,287.625888,-56.804501
Tel,287.625888,-56.804501,288.620284,-56.792903
Tel,288.620284,-56.792903,289.614375,-56.781370
Tel,289.614375,-56.781370,290.608164,-56.769905
Tel,290.608164,-56.769905,291.601654,-56.758511
Tel,291.601654,-56.758511,292.594846,-56.747192
Tel,292.594846,-56.747192,293.587743,-56.735951
Tel,293.587743,-56.735951,294.580347,-56.724792
Tel,294.580347,-56.724792,295.572660,-56.713717
Tel,295.572660,-56.713717,296.564686,-56.702731
Tel,296.564686,-56.702731,297.556427,-56.691836
Tel,297.556427,-56.691836,298.547886,-56.681036
Tel,298.547886,-56.681036,299.539065,-56.670334
Tel,299.539065,-56.670334,300.529968,-56.659732
Tel,300.529968,-56.659732,301.520597,-56.649235
Tel,301.520597,-56.649235,302.510956,-56.638845
Tel,302.510956,-56.638845,303.501047,-56.628566
Tel,303.501047,-56.628566,304.490873,-56.618400
Tel,304.490873,-56.618400,305.480439,-56.608350
Tel,305.480439,-56.608350,306.469747,-56.598420
Tel,306.469747,-56.598420,307.458800,-56.588612
